incoming_message_id,candidate_evidence_id,score,threshold,score_margin,qualification_rule,selected,material_relevance,notes,same_receiving_user,exists_in_message_history,duplicate_selected_id,selected_count_for_message,raw_similarity,quantized_similarity
msg_091,message_0047,0.0588,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0212,none,0,no,near threshold but not selected,1,1,0,1,0.05881995824303577,0.0588
msg_048,message_0029,0.1001,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0201,none,0,no,near threshold but not selected,1,1,0,3,0.07011245751740028,0.0701
msg_048,message_0216,0.1656,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0056,none,0,no,near threshold but not selected,1,1,0,3,0.13555047338874732,0.1356
msg_048,message_0044,0.1001,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0201,none,0,no,near threshold but not selected,1,1,0,3,0.07011245751740028,0.0701
msg_048,message_0130,0.1656,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0056,none,0,no,near threshold but not selected,1,1,0,3,0.13555047338874732,0.1356
msg_048,message_0151,0.7537,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1837,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,3,0.533746290487752,0.5337
msg_048,message_0098,0.0553,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0247,none,0,no,near threshold but not selected,1,1,0,3,0.025257642028502166,0.0253
msg_048,message_0150,0.2456,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0056,relational_useful_similarity,1,yes,same group with relational lexical support,1,1,0,3,0.13555047338874732,0.1356
msg_048,message_0097,0.1832,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0232,none,0,no,near threshold but not selected,1,1,0,3,0.15323035096478266,0.1532
msg_048,message_0068,0.0553,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0247,none,0,no,near threshold but not selected,1,1,0,3,0.025257642028502166,0.0253
msg_048,message_0067,0.1832,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0232,none,0,no,near threshold but not selected,1,1,0,3,0.15323035096478266,0.1532
msg_048,message_0043,0.1774,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0174,none,0,no,near threshold but not selected,1,1,0,3,0.1474009584177048,0.1474
msg_048,message_0270,0.1492,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0192,none,0,no,near threshold but not selected,1,1,0,3,0.14919706300707927,0.1492
msg_048,message_0190,0.1656,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0056,none,0,no,near threshold but not selected,1,1,0,3,0.13555047338874732,0.1356
msg_048,message_0142,0.1656,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0056,none,0,no,near threshold but not selected,1,1,0,3,0.13555047338874732,0.1356
msg_048,message_0030,0.2079,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0179,none,0,no,near threshold but not selected,1,1,0,3,0.14786801703620853,0.1479
msg_048,message_0100,0.2709,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0009,relational_useful_similarity,1,yes,same group with relational lexical support,1,1,0,3,0.13090719296790806,0.1309
msg_048,message_0410,0.0977,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0177,none,0,no,near threshold but not selected,1,1,0,3,0.06767196810977562,0.0677
msg_048,message_0269,0.0572,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0228,none,0,no,near threshold but not selected,1,1,0,3,0.0271525157121373,0.0272
msg_048,message_0180,0.1656,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0056,none,0,no,near threshold but not selected,1,1,0,3,0.13555047338874732,0.1356
msg_040,message_0258,0.0827,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0027,none,0,no,near threshold but not selected,1,1,0,2,0.0527478773219214,0.0527
msg_040,message_0367,0.0630,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0170,none,0,no,near threshold but not selected,1,1,0,2,0.06302692996792009,0.0630
msg_040,message_0187,0.0664,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0136,none,0,no,near threshold but not selected,1,1,0,2,0.036386541031094836,0.0364
msg_040,message_0136,0.6266,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0566,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,2,0.40655166367125156,0.4066
msg_040,message_0157,0.0670,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0130,none,0,no,near threshold but not selected,1,1,0,2,0.03699867468585241,0.0370
msg_040,message_0083,0.1552,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0048,none,0,no,near threshold but not selected,1,1,0,2,0.12520866141646791,0.1252
msg_040,message_0111,0.0626,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0174,none,0,no,near threshold but not selected,1,1,0,2,0.03255011914295395,0.0326
msg_040,message_0257,0.0847,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0047,none,0,no,near threshold but not selected,1,1,0,2,0.054681864674078255,0.0547
msg_040,message_0402,0.0847,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0047,none,0,no,near threshold but not selected,1,1,0,2,0.054681864674078255,0.0547
msg_040,message_0135,0.4211,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0711,relational_useful_similarity,1,yes,same group with relational lexical support,1,1,0,2,0.20113395487122865,0.2011
msg_040,message_0018,0.0827,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0027,none,0,no,near threshold but not selected,1,1,0,2,0.0527478773219214,0.0527
msg_040,message_0017,0.0827,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0027,none,0,no,near threshold but not selected,1,1,0,2,0.0527478773219214,0.0527
msg_040,message_0104,0.1385,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0215,none,0,no,near threshold but not selected,1,1,0,2,0.10847706833520457,0.1085
msg_040,message_0112,0.0743,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0057,none,0,no,near threshold but not selected,1,1,0,2,0.04433621792478455,0.0443
msg_040,message_0084,0.0718,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0082,none,0,no,near threshold but not selected,1,1,0,2,0.04184907069508966,0.0418
msg_040,message_0103,0.0957,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0157,none,0,no,near threshold but not selected,1,1,0,2,0.06569152614142376,0.0657
msg_040,message_0188,0.0746,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0054,none,0,no,near threshold but not selected,1,1,0,2,0.04457695263255123,0.0446
msg_040,message_0052,0.0974,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0174,none,0,no,near threshold but not selected,1,1,0,2,0.03740697270779329,0.0374
msg_075,message_0206,0.4704,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0096,relational_useful_similarity,1,yes,same business with relational lexical support,1,1,0,2,0.3403695404223964,0.3404
msg_075,message_0205,0.4386,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0414,relational_useful_similarity,1,yes,same business with relational lexical support,1,1,0,2,0.30860952289903737,0.3086
msg_075,message_0376,0.0903,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0103,none,0,no,near threshold but not selected,1,1,0,2,0.0902713243808274,0.0903
msg_075,message_0234,0.0903,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0103,none,0,no,near threshold but not selected,1,1,0,2,0.0902713243808274,0.0903
msg_075,message_0295,0.0949,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0149,none,0,no,near threshold but not selected,1,1,0,2,0.06489620196112615,0.0649
msg_005,message_0231,0.4831,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0531,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,5,0.4030880096697086,0.4031
msg_005,message_0333,0.1431,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0131,none,0,no,near threshold but not selected,1,1,0,5,0.14311849493733306,0.1431
msg_005,message_0049,0.5901,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0501,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,5,0.400101378725922,0.4001
msg_005,message_0334,0.0600,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0200,none,0,no,near threshold but not selected,1,1,0,5,0.0,0.0000
msg_005,message_0065,0.6646,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1246,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,5,0.47459945570486617,0.4746
msg_005,message_0382,0.5245,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0945,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,5,0.44447945689920154,0.4445
msg_005,message_0114,0.3648,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0448,relational_useful_similarity,1,yes,same sender plus shared operational/urgent token,1,1,0,5,0.17479026937883427,0.1748
msg_104,message_0232,0.5443,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0543,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,4,0.4043093774639068,0.4043
msg_104,message_0050,0.3713,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0887,relational_useful_similarity,1,reviewed,selected by metadata/media rule; manually reviewed for same-user validity,1,1,0,4,0.26130028330976646,0.2613
msg_104,message_0224,0.6841,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.2241,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,4,0.5741206930748698,0.5741
msg_104,message_0383,0.6178,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1278,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,4,0.47781935112061225,0.4778
msg_069,message_0080,0.4392,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0508,relational_useful_similarity,1,reviewed,selected by metadata/media rule; manually reviewed for same-user validity,1,1,0,5,0.29916332657240674,0.2992
msg_069,message_0177,0.4582,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1082,relational_useful_similarity,1,yes,same group with relational lexical support,1,1,0,5,0.23819213078686347,0.2382
msg_069,message_0194,0.3464,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0036,none,0,no,near threshold but not selected,1,1,0,5,0.1263738996442089,0.1264
msg_069,message_0042,0.4433,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0933,relational_useful_similarity,1,yes,same group with relational lexical support,1,1,0,5,0.22334791537247514,0.2233
msg_069,message_0178,0.3464,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0036,none,1,reviewed,selected by metadata/media rule; manually reviewed for same-user validity,1,1,0,5,0.1263738996442089,0.1264
msg_069,message_0193,0.4582,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1082,relational_useful_similarity,1,yes,same group with relational lexical support,1,1,0,5,0.23819213078686347,0.2382
msg_107,message_0213,0.3203,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1097,relational_useful_similarity,1,yes,same sender plus shared operational/urgent token,1,1,0,5,0.24034475987543855,0.2403
msg_107,message_0368,0.0910,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0110,none,0,no,near threshold but not selected,1,1,0,5,0.060982154317674106,0.0610
msg_107,message_0200,0.0593,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0207,none,0,no,near threshold but not selected,1,1,0,5,0.059327950637459194,0.0593
msg_107,message_0412,0.0604,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0196,none,0,no,near threshold but not selected,1,1,0,5,0.060426504962101946,0.0604
msg_107,message_0369,0.2863,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0463,relational_useful_similarity,1,yes,same sender plus shared operational/urgent token,1,1,0,5,0.17632145050276657,0.1763
msg_107,message_0235,0.3503,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1097,relational_useful_similarity,1,yes,same sender plus shared operational/urgent token,1,1,0,5,0.24034475987543855,0.2403
msg_107,message_0056,0.3503,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1097,relational_useful_similarity,1,yes,same sender plus shared operational/urgent token,1,1,0,5,0.24034475987543855,0.2403
msg_107,message_0195,0.3203,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1097,relational_useful_similarity,1,yes,same sender plus shared operational/urgent token,1,1,0,5,0.24034475987543855,0.2403
msg_107,message_0264,0.0995,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0195,none,0,no,near threshold but not selected,1,1,0,5,0.09949673523528381,0.0995
msg_107,message_0086,0.0593,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0207,none,0,no,near threshold but not selected,1,1,0,5,0.059327950637459194,0.0593
msg_070,message_0213,0.3252,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0052,relational_useful_similarity,1,yes,same sender plus shared operational/urgent token,1,1,0,5,0.13523989237956183,0.1352
msg_070,message_0199,0.2452,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0052,relational_useful_similarity,1,yes,same group with relational lexical support,1,1,0,5,0.13523989237956183,0.1352
msg_070,message_0369,0.9398,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.5098,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,5,0.8598499930517235,0.8598
msg_070,message_0235,0.2152,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0052,relational_useful_similarity,0,no,near threshold but not selected,1,1,0,5,0.13523989237956183,0.1352
msg_070,message_0056,0.2152,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0052,relational_useful_similarity,0,no,near threshold but not selected,1,1,0,5,0.13523989237956183,0.1352
msg_070,message_0221,0.1249,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0051,none,0,no,near threshold but not selected,1,1,0,5,0.1249362491706176,0.1249
msg_070,message_0195,0.3252,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0052,relational_useful_similarity,1,yes,same sender plus shared operational/urgent token,1,1,0,5,0.13523989237956183,0.1352
msg_070,message_0265,0.0600,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0200,none,0,no,near threshold but not selected,1,1,0,5,0.0,0.0000
msg_070,message_0085,0.2452,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0052,relational_useful_similarity,1,yes,same group with relational lexical support,1,1,0,5,0.13523989237956183,0.1352
msg_003,message_0060,0.0551,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0249,none,0,no,near threshold but not selected,1,1,0,5,0.0550527301102617,0.0551
msg_003,message_0268,0.0727,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0073,none,0,no,near threshold but not selected,1,1,0,5,0.07269731849325059,0.0727
msg_003,message_0400,1.1300,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.6500,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,5,1.0,1.0000
msg_003,message_0170,0.0551,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0249,none,0,no,near threshold but not selected,1,1,0,5,0.0550527301102617,0.0551
msg_003,message_0031,1.1300,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.6500,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,5,1.0,1.0000
msg_003,message_0059,0.1119,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0181,none,0,no,near threshold but not selected,1,1,0,5,0.11192895607735968,0.1119
msg_003,message_0267,0.4151,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0649,relational_useful_similarity,1,yes,same business with relational lexical support,1,1,0,5,0.28512551334963054,0.2851
msg_003,message_0370,0.0913,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0113,none,0,no,near threshold but not selected,1,1,0,5,0.09125221752645561,0.0913
msg_003,message_0062,0.3016,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0416,relational_useful_similarity,1,yes,same business with relational lexical support,1,1,0,5,0.17155533478274207,0.1716
msg_003,message_0061,0.4607,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0193,relational_useful_similarity,1,yes,same business with relational lexical support,1,1,0,5,0.3306621511955701,0.3307
msg_003,message_0229,0.0913,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0113,none,0,no,near threshold but not selected,1,1,0,5,0.09125221752645561,0.0913
msg_003,message_0169,0.1119,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0181,none,0,no,near threshold but not selected,1,1,0,5,0.11192895607735968,0.1119
msg_099,message_0006,0.1475,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0175,none,0,no,near threshold but not selected,1,1,0,2,0.14748271117685066,0.1475
msg_099,message_0055,0.2283,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0117,none,0,no,near threshold but not selected,1,1,0,2,0.11831524360385566,0.1183
msg_099,message_0227,0.7702,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.3102,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,2,0.6601943336365464,0.6602
msg_099,message_0363,0.0588,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0212,none,0,no,near threshold but not selected,1,1,0,2,0.028807101336967136,0.0288
msg_099,message_0036,0.1131,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0169,none,0,no,near threshold but not selected,1,1,0,2,0.1131260226096044,0.1131
msg_099,message_0249,0.2657,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0557,relational_useful_similarity,1,reviewed,selected by metadata/media rule; manually reviewed for same-user validity,1,1,0,2,0.18568944469500823,0.1857
msg_008,message_0296,0.8630,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.3830,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,3,0.7330085916162139,0.7330
msg_008,message_0071,0.5400,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0600,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,3,0.40996523491928677,0.4100
msg_008,message_0072,0.6041,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1241,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,3,0.47407107583774377,0.4741
msg_008,message_0298,0.0713,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0087,none,0,no,near threshold but not selected,1,1,0,3,0.04129074687990369,0.0413
msg_092,message_0385,0.0953,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0153,none,0,no,near threshold but not selected,1,1,0,1,0.06531370902416318,0.0653
msg_092,message_0346,0.5309,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1509,text_similarity,1,yes,strong lexical similarity,1,1,0,1,0.5009490327126445,0.5009
msg_092,message_0384,0.0940,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0140,none,0,no,near threshold but not selected,1,1,0,1,0.09403574376208655,0.0940
msg_060,message_0175,0.3206,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0006,relational_useful_similarity,1,yes,same sender plus shared operational/urgent token,1,1,0,5,0.13055021528739416,0.1306
msg_060,message_0404,0.3244,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0044,relational_useful_similarity;same_media,1,yes,same sender plus shared operational/urgent token,1,1,0,5,0.1344024570183968,0.1344
msg_060,message_0159,0.1386,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0214,none,0,no,near threshold but not selected,1,1,0,5,0.10857007931229665,0.1086
msg_060,message_0284,0.4962,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0438,relational_useful_similarity,1,yes,same sender plus shared operational/urgent token,1,1,0,5,0.306219865484492,0.3062
msg_060,message_0207,0.0973,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0173,none,0,no,near threshold but not selected,1,1,0,5,0.06728687152531351,0.0673
msg_060,message_0119,0.0836,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0036,none,0,no,near threshold but not selected,1,1,0,5,0.05358570033673192,0.0536
msg_060,message_0176,0.4200,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1000,relational_useful_similarity,1,yes,same group with relational lexical support,1,1,0,5,0.22996755637976857,0.2300
msg_060,message_0375,0.3116,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.1016,relational_useful_similarity,1,reviewed,selected by metadata/media rule; manually reviewed for same-user validity,1,1,0,5,0.23161998022491306,0.2316
msg_004,message_0080,0.0703,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0097,none,0,no,near threshold but not selected,1,1,0,5,0.04025999817480366,0.0403
msg_004,message_0246,1.0300,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.6500,text_similarity,1,yes,strong lexical similarity,1,1,0,5,1.0,1.0000
msg_004,message_0064,0.4325,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0475,relational_useful_similarity,1,yes,same business with relational lexical support,1,1,0,5,0.30245141166163136,0.3025
msg_004,message_0245,1.1300,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.6500,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,5,1.0,1.0000
msg_004,message_0247,0.0596,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0204,none,0,no,near threshold but not selected,1,1,0,5,0.02960970829529197,0.0296
msg_004,message_0063,0.2503,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0097,none,1,reviewed,selected by metadata/media rule; manually reviewed for same-user validity,1,1,0,5,0.12034460454354466,0.1203
msg_004,message_0005,1.1300,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.6500,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,5,1.0,1.0000
msg_030,message_0025,0.2521,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0179,none,0,no,near threshold but not selected,1,1,0,4,0.11213886894662015,0.1121
msg_030,message_0050,0.4048,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0548,relational_useful_similarity,1,yes,same sender plus shared operational/urgent token,1,1,0,4,0.18475474722931234,0.1848
msg_030,message_0335,0.6602,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0902,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,4,0.44024521587585075,0.4402
msg_030,message_0337,0.0912,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0112,none,0,no,near threshold but not selected,1,1,0,4,0.06119856767264602,0.0612
msg_030,message_0383,0.2352,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0048,none,1,reviewed,selected by metadata/media rule; manually reviewed for same-user validity,1,1,0,4,0.12524819774881302,0.1252
msg_030,message_0115,0.9792,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.4092,text_similarity;relational_useful_similarity,1,yes,strong lexical similarity,1,1,0,4,0.7592393626301264,0.7592
msg_030,message_0336,0.0912,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0112,none,0,no,near threshold but not selected,1,1,0,4,0.06119856767264602,0.0612
msg_045,message_0060,0.0740,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0060,none,0,no,near threshold but not selected,1,1,0,1,0.043994113514585015,0.0440
msg_045,message_0268,0.0562,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0238,none,0,no,near threshold but not selected,1,1,0,1,0.05615085627889602,0.0562
msg_045,message_0170,0.0740,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0060,none,0,no,near threshold but not selected,1,1,0,1,0.043994113514585015,0.0440
msg_045,message_0059,0.1377,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0223,none,0,no,near threshold but not selected,1,1,0,1,0.1076868870889018,0.1077
msg_045,message_0267,0.0731,0.0800 score; 0.1300 relational_useful_similarity; 0.3500 text_similarity,0.0069,none,0,no,near threshold but not selected,1,1,0,1,0.07312901578211523,0.0731
