message_id,evidence_message_ids,same_user,exists,relevance_summary,valid,notes
msg_070,message_0369;message_0195;message_0213;message_0085;message_0199,yes,yes,message_0369: shared_terms=abhi|account|bachane|code|gaya|hai|ho|ke; context=same_sender; prior_user_event=True || message_0195: shared_terms=confirm|link|open|otp; context=same_sender+same_group; prior_user_event=True || message_0213: shared_terms=confirm|link|open|otp; context=same_sender+same_group; prior_user_event=True || message_0085: shared_terms=confirm|link|open|otp; context=same_group; prior_user_event=True || message_0199: shared_terms=confirm|link|open|otp; context=same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_003,message_0031;message_0400;message_0061;message_0267;message_0062,yes,yes,message_0031: shared_terms=4821|amazon|and|app|been|can|check|code; context=same_business; prior_user_event=True || message_0400: shared_terms=4821|amazon|and|app|been|can|check|code; context=same_business; prior_user_event=True || message_0061: shared_terms=4821|amazon|delivery|ending|hub|is|local|order; context=same_business; prior_user_event=True || message_0267: shared_terms=amazon|and|delivery|reach|team|the|your; context=same_business; prior_user_event=True || message_0062: shared_terms=amazon|and|code|is|the|today; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_099,message_0227;message_0249,yes,yes,message_0227: shared_terms=for|get|notes|read|review|time|tomorrow|you; context=same_sender; prior_user_event=True || message_0249: shared_terms=before|for|review|the|you; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_008,message_0296;message_0072;message_0071,yes,yes,message_0296: shared_terms=been|below|customer|dear|details|experience|has|have; context=same_business; prior_user_event=True || message_0072: shared_terms=bad|good|hoop|how|okayish|on|or|pain; context=same_business; prior_user_event=True || message_0071: shared_terms=have|hoop|now|on|pain|quick|relief|roll; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_092,message_0346,yes,yes,message_0346: shared_terms=and|below|customer|details|please|ready|tap|the; context=lexical; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_060,message_0284;message_0176;message_0404;message_0175;message_0375,yes,yes,message_0284: shared_terms=advising|and|approval|at|before|email|faculty|internship; context=same_sender+same_group; prior_user_event=True || message_0176: shared_terms=advising|approval|at|before|faculty|letter|locks|offer; context=same_sender+same_group; prior_user_event=True || message_0404: shared_terms=faculty|portal|the|today; context=same_sender+same_group; prior_user_event=True || message_0175: shared_terms=the|today; context=same_sender+same_group; prior_user_event=True || message_0375: shared_terms=approval|before|email|internship|pm|supervisor|the; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_004,message_0005;message_0245;message_0246;message_0064,yes,yes,message_0005: shared_terms=app|appointment|before|care|check|claim|customer|dear; context=same_business; prior_user_event=True || message_0245: shared_terms=app|appointment|before|care|check|claim|customer|dear; context=same_business; prior_user_event=True || message_0246: shared_terms=app|appointment|before|care|check|claim|customer|dear; context=lexical; prior_user_event=True || message_0064: shared_terms=app|appointment|in|is|review|the|update|your; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_030,message_0115;message_0335;message_0050,yes,yes,message_0115: shared_terms=barely|dm|gate|if|interested|kurta|near|pickup; context=same_sender+same_group; prior_user_event=True || message_0335: shared_terms=dm|gate|kurta|near|once|pickup|selling|set; context=same_sender+same_group; prior_user_event=True || message_0050: shared_terms=gate|near|pickup|selling|size; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_045,message_0146,yes,yes,message_0146: shared_terms=gate|security|the; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_052,message_0208;message_0207;message_0159;message_0160,yes,yes,message_0208: shared_terms=amount|details|refund|release|the|to|today|update; context=same_business; prior_user_event=True || message_0207: shared_terms=automatically|be|could|details|not|processed|refund|wallet; context=same_business; prior_user_event=True || message_0159: shared_terms=be|could|details|not|processed|refund|wallet; context=same_business; prior_user_event=True || message_0160: shared_terms=amount|details|refund|release|the|to; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_009,message_0074,yes,yes,message_0074: shared_terms=after|are|cricket|dinner|highlights|if|thread|watching; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_071,message_0197,yes,yes,message_0197: shared_terms=dinner; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_016,message_0024,yes,yes,message_0024: shared_terms=30|account|alert|in|mins|support|verification; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_065,message_0261;message_0260;message_0186,yes,yes,message_0261: shared_terms=app|available|before|benefit|check|details|dropped|expires; context=same_business; prior_user_event=True || message_0260: shared_terms=app|available|before|benefit|check|details|dropped|expires; context=lexical; prior_user_event=True || message_0186: shared_terms=items|on; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_038,message_0131;message_0132,yes,yes,message_0131: shared_terms=before|everyone|share|with; context=same_sender+same_group; prior_user_event=True || message_0132: shared_terms=good|people|to; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_086,message_0222,yes,yes,message_0222: shared_terms=media/transcript-or-metadata; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_014,message_0017;message_0018;message_0258;message_0084;message_0083,yes,yes,message_0017: shared_terms=50|apply|but|expire|first|get|here|hurry; context=same_business; prior_user_event=True || message_0018: shared_terms=50|apply|but|expire|first|get|here|hurry; context=same_business; prior_user_event=True || message_0258: shared_terms=50|apply|but|expire|first|get|here|hurry; context=same_business; prior_user_event=True || message_0084: shared_terms=50|first|get|here|new|off|order|reply; context=same_business; prior_user_event=True || message_0083: shared_terms=apply|first|order|place|ready|reply|soon|stop; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_094,message_0356,yes,yes,message_0356: shared_terms=and|below|details|offer|products|selected|tap|to; context=lexical; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_029,message_0113;message_0095;message_0332;message_0401;message_0049,yes,yes,message_0113: shared_terms=barely|dm|gate|if|interested|kurta|near|pickup; context=same_sender+same_group; prior_user_event=True || message_0095: shared_terms=barely|dm|gate|if|interested|kurta|near|pickup; context=same_group; prior_user_event=True || message_0332: shared_terms=dm|gate|kurta|near|once|pickup|selling|set; context=same_sender+same_group; prior_user_event=True || message_0401: shared_terms=final|gate|kurta|near|pickup|price|set; context=same_sender+same_group; prior_user_event=True || message_0049: shared_terms=and|dm|if|pickup|selling|size; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_105,message_0233;message_0373,yes,yes,message_0233: shared_terms=all|and|elders|forwarded|health|herbal|instead|mix; context=same_sender; prior_user_event=True || message_0373: shared_terms=all|and|elders|forwarded|health|herbal|instead|mix; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_002,message_0003;message_0059;message_0169;message_0266;message_0041,yes,yes,message_0003: shared_terms=@u_010|before|can|client|need|you; context=same_sender+same_group; prior_user_event=True || message_0059: shared_terms=@u_010|before|can|client|the|you; context=same_sender+same_group; prior_user_event=True || message_0169: shared_terms=@u_010|before|can|client|the|you; context=same_sender+same_group; prior_user_event=True || message_0266: shared_terms=@u_010|before|client|the; context=same_sender+same_group; prior_user_event=True || message_0041: shared_terms=@u_010|before|client|to; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_010,message_0011;message_0242;message_0075;message_0076,yes,yes,message_0011: shared_terms=about|choosing|cinemas|click|experience|feedback|for|give; context=same_business; prior_user_event=True || message_0242: shared_terms=about|choosing|cinemas|click|experience|feedback|for|give; context=same_business; prior_user_event=True || message_0075: shared_terms=about|choosing|cinemas|experience|for|hear|love|pvr; context=same_business; prior_user_event=True || message_0076: shared_terms=experience|feedback|link|the|your; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_078,message_0211,yes,yes,message_0211: shared_terms=and|open; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_013,none,yes,yes,none,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_018,message_0026,yes,yes,message_0026: shared_terms=before|claim|congrats|for|number|selected|voucher; context=same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_044,message_0143,yes,yes,message_0143: shared_terms=and|link|open|otp|to; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_032,message_0119;message_0285,yes,yes,message_0119: shared_terms=anyone|chen|dropped|fi|lab|last|minutes|missed; context=same_sender+same_group; prior_user_event=True || message_0285: shared_terms=and|anyone|half|missed|revise|slides|the|to; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_106,message_0234;message_0376,yes,yes,message_0234: shared_terms=dance|gate|moved|practice|side|studio|the|to; context=same_sender; prior_user_event=True || message_0376: shared_terms=dance|gate|moved|practice|side|studio|the|to; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_006,message_0067;message_0097;message_0029;message_0044;message_0068,yes,yes,message_0067: shared_terms=app|at|in|maintenance|office|only|or|qr; context=same_sender+same_group; prior_user_event=True || message_0097: shared_terms=app|at|in|maintenance|office|only|or|qr; context=same_sender+same_group; prior_user_event=True || message_0029: shared_terms=app|maintenance|office|only|pm|qr|receipts|reconciled; context=same_sender+same_group; prior_user_event=True || message_0044: shared_terms=app|maintenance|office|only|pm|qr|receipts|reconciled; context=same_sender+same_group; prior_user_event=True || message_0068: shared_terms=at|office|pm|the; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_109,message_0151;message_0152;message_0237;message_0150,yes,yes,message_0151: shared_terms=access|admin|and|be|card|cleared|notice|penalty; context=same_sender+same_group; prior_user_event=True || message_0152: shared_terms=admin|before|pay|qr; context=same_sender+same_group; prior_user_event=True || message_0237: shared_terms=admin|before|pay|qr; context=same_sender+same_group; prior_user_event=True || message_0150: shared_terms=be|before|for|notice|the; context=same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_108,message_0094;message_0093,yes,yes,message_0094: shared_terms=access|alert|at|card|chase|com|expire|secure; context=same_business; prior_user_event=True || message_0093: shared_terms=alert|at|card|chase|com|confirm|pin|secure; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_019,message_0277,yes,yes,message_0277: shared_terms=access|account|at|banking|before|chat|check|customer; context=lexical; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_088,message_0224;message_0232;message_0383,yes,yes,message_0224: shared_terms=media/transcript-or-metadata; context=same_sender+same_group; prior_user_event=True || message_0232: shared_terms=media/transcript-or-metadata; context=same_sender; prior_user_event=True || message_0383: shared_terms=media/transcript-or-metadata; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_056,message_0226;message_0167;message_0359;message_0054;message_0225,yes,yes,message_0226: shared_terms=appointment|for|if|the|to|you; context=same_sender; prior_user_event=True || message_0167: shared_terms=tomorrow|you; context=same_sender+same_group; prior_user_event=True || message_0359: shared_terms=clinic|doctor|leave|the; context=same_sender; prior_user_event=True || message_0054: shared_terms=tomorrow|you; context=same_sender; prior_user_event=True || message_0225: shared_terms=tomorrow|you; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_027,message_0007;message_0033;message_0272;message_0109;message_0110,yes,yes,message_0007: shared_terms=17|999|about|all|below|built|change|did; context=same_business; prior_user_event=True || message_0033: shared_terms=17|999|about|all|below|built|change|did; context=same_business; prior_user_event=True || message_0272: shared_terms=17|999|about|all|below|built|change|did; context=same_business; prior_user_event=True || message_0109: shared_terms=17|999|from|is|ladakh|nights|rs; context=same_business; prior_user_event=True || message_0110: shared_terms=from|is|ladakh|view; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_050,message_0279;message_0278;message_0155,yes,yes,message_0279: shared_terms=app|appointment|before|care|check|claim|customer|dear; context=same_business; prior_user_event=True || message_0278: shared_terms=app|appointment|before|care|check|claim|customer|dear; context=lexical; prior_user_event=True || message_0155: shared_terms=is|prescription|ready|update|your; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_083,message_0219,yes,yes,message_0219: shared_terms=media/transcript-or-metadata; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_063,message_0181,yes,yes,message_0181: shared_terms=and|to; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_033,message_0121;message_0372,yes,yes,message_0121: shared_terms=good|morning; context=same_sender+same_group; prior_user_event=True || message_0372: shared_terms=when|you; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_061,message_0177;message_0193;message_0080;message_0042;message_0079,yes,yes,message_0177: shared_terms=good|morning|share|with; context=same_sender+same_group; prior_user_event=True || message_0193: shared_terms=good|morning|share|with; context=same_sender+same_group; prior_user_event=True || message_0080: shared_terms=good|morning|people|this; context=same_sender; prior_user_event=True || message_0042: shared_terms=good|morning; context=same_sender+same_group; prior_user_event=True || message_0079: shared_terms=before|share|with; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_020,message_0096;message_0049;message_0114,yes,yes,message_0096: shared_terms=today; context=same_sender+same_group; prior_user_event=True || message_0049: shared_terms=and; context=same_group; prior_user_event=True || message_0114: shared_terms=today; context=same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_017,message_0089,yes,yes,message_0089: shared_terms=and; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_058,message_0040;message_0241;message_0039;message_0078;message_0124,yes,yes,message_0040: shared_terms=groups|health|read|this; context=same_sender+same_group; prior_user_event=True || message_0241: shared_terms=family|groups|health|this; context=same_sender+same_group; prior_user_event=True || message_0039: shared_terms=family|health|share|this; context=same_sender+same_group; prior_user_event=True || message_0078: shared_terms=family|groups|this; context=same_sender+same_group; prior_user_event=True || message_0124: shared_terms=family|groups|this; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_026,message_0032;message_0107,yes,yes,message_0032: shared_terms=amazonpay|at|attempt|be|before|below|charge|complete; context=same_business; prior_user_event=True || message_0107: shared_terms=amazonpay|at|delivery|in|package|reattempt|to; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_047,message_0149;message_0001;message_0151;message_0068;message_0098,yes,yes,message_0149: shared_terms=from|is|pm|will; context=same_sender+same_group; prior_user_event=True || message_0001: shared_terms=once|pm|starts|update|will; context=same_sender; prior_user_event=True || message_0151: shared_terms=access|today; context=same_group; prior_user_event=True || message_0068: shared_terms=at|pm|starts|update; context=same_sender; prior_user_event=True || message_0098: shared_terms=at|pm|starts|update; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_046,message_0148,yes,yes,message_0148: shared_terms=account|or|otp|please|share|the; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_042,message_0140;message_0058,yes,yes,message_0140: shared_terms=for|gate|main|move|repair|security|to|will; context=same_sender+same_group; prior_user_event=True || message_0058: shared_terms=for|gate|main|move|repair|security|to|will; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_079,message_0369,yes,yes,message_0369: shared_terms=abhi|account|batao|hai|ho|otp|verification; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_098,message_0226;message_0359;message_0054;message_0225;message_0167,yes,yes,message_0226: shared_terms=appointment|call|for|if|the|to|you; context=same_sender; prior_user_event=True || message_0359: shared_terms=call|clinic|don|is|the; context=same_sender; prior_user_event=True || message_0054: shared_terms=call|tomorrow|you; context=same_sender; prior_user_event=True || message_0225: shared_terms=call|tomorrow|you; context=same_sender; prior_user_event=True || message_0167: shared_terms=call|tomorrow|you; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_037,message_0001;message_0271,yes,yes,message_0001: shared_terms=evening|tank; context=same_sender+same_group; prior_user_event=True || message_0271: shared_terms=me; context=same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_007,message_0070,yes,yes,message_0070: shared_terms=need|the|to; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_085,message_0221,yes,yes,message_0221: shared_terms=media/transcript-or-metadata; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_001,message_0057;message_0240;message_0139,yes,yes,message_0057: shared_terms=is|room|to|tower|valve|water; context=same_sender+same_group; prior_user_event=True || message_0240: shared_terms=is|room|to|tower|valve|water; context=same_sender+same_group; prior_user_event=True || message_0139: shared_terms=is|room|to|tower|valve|water; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_021,message_0068;message_0098;message_0029;message_0044,yes,yes,message_0068: shared_terms=by|if|paid|pm; context=same_sender+same_group; prior_user_event=True || message_0098: shared_terms=by|if|paid|pm; context=same_sender+same_group; prior_user_event=True || message_0029: shared_terms=by|pm|receipts; context=same_sender+same_group; prior_user_event=True || message_0044: shared_terms=by|pm|receipts; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_028,message_0034;message_0112;message_0111,yes,yes,message_0034: shared_terms=again|and|app|are|available|calling|check|current; context=same_business; prior_user_event=True || message_0112: shared_terms=and|are|reply|stop|to|travel|unsubscribe; context=same_business; prior_user_event=True || message_0111: shared_terms=from|reply|stop|to|travel|unsubscribe; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_012,message_0079;message_0247;message_0178;message_0194;message_0177,yes,yes,message_0079: shared_terms=and|health|read|share; context=same_sender+same_group; prior_user_event=True || message_0247: shared_terms=elders|in|share|this; context=same_sender+same_group; prior_user_event=True || message_0178: shared_terms=all|and|family|groups|this; context=same_sender; prior_user_event=True || message_0194: shared_terms=all|and|family|groups|this; context=same_sender; prior_user_event=True || message_0177: shared_terms=all|and|share; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_064,message_0087;message_0183;message_0201,yes,yes,message_0087: shared_terms=and|card|wallet; context=same_sender+same_group; prior_user_event=True || message_0183: shared_terms=and|card|wallet; context=same_sender+same_group; prior_user_event=True || message_0201: shared_terms=and|card|wallet; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_103,message_0065;message_0382;message_0231;message_0049;message_0066,yes,yes,message_0065: shared_terms=aside|can|denim|for|if|it|jacket|other; context=same_sender; prior_user_event=True || message_0382: shared_terms=can|from|gate|hi|if|it|pm|the; context=same_sender; prior_user_event=True || message_0231: shared_terms=can|hi|if|it|the|you; context=same_sender; prior_user_event=True || message_0049: shared_terms=aside|can|denim|if|it|jacket; context=same_sender; prior_user_event=True || message_0066: shared_terms=for|gate|pm|the; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_031,message_0227;message_0249,yes,yes,message_0227: shared_terms=notes|tomorrow; context=same_sender; prior_user_event=True || message_0249: shared_terms=and|pm|the; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_057,message_0059;message_0169;message_0003;message_0266;message_0041,yes,yes,message_0059: shared_terms=@u_010|before|can|check|client|failed|is|the; context=same_sender+same_group; prior_user_event=True || message_0169: shared_terms=@u_010|before|can|check|client|failed|is|the; context=same_sender+same_group; prior_user_event=True || message_0003: shared_terms=@u_010|before|can|client|failed|need|you; context=same_sender+same_group; prior_user_event=True || message_0266: shared_terms=@u_010|before|client|the; context=same_sender+same_group; prior_user_event=True || message_0041: shared_terms=@u_010|before|client; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_087,message_0163,yes,yes,message_0163: shared_terms=media/transcript-or-metadata; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_067,message_0068;message_0098;message_0271,yes,yes,message_0068: shared_terms=fee|late|office|paid|receipt; context=same_sender+same_group; prior_user_event=True || message_0098: shared_terms=fee|late|office|paid|receipt; context=same_sender+same_group; prior_user_event=True || message_0271: shared_terms=admin|maintenance|me; context=same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_039,message_0364;message_0051;message_0403;message_0255;message_0133,yes,yes,message_0364: shared_terms=and|child|don|list|name|see|send|still; context=same_sender; prior_user_event=True || message_0051: shared_terms=and|before|field|is|the|trip; context=same_sender+same_group; prior_user_event=True || message_0403: shared_terms=and|before|school|the; context=same_sender+same_group; prior_user_event=True || message_0255: shared_terms=is|school|the|today; context=same_sender+same_group; prior_user_event=True || message_0133: shared_terms=is|the|today; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_082,message_0218;message_0380,yes,yes,message_0218: shared_terms=media/transcript-or-metadata; context=same_sender+same_group; prior_user_event=True || message_0380: shared_terms=media/transcript-or-metadata; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_066,message_0257;message_0402;message_0052,yes,yes,message_0257: shared_terms=account|and|available|balance|below|current|details|discounts; context=lexical; prior_user_event=True || message_0402: shared_terms=account|and|available|balance|below|current|details|discounts; context=lexical; prior_user_event=True || message_0052: shared_terms=extra|have|items|reminder|reply|selected|stop|to; context=lexical; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_049,message_0154;message_0291;message_0153,yes,yes,message_0154: shared_terms=accessories|after|code|courier|item|keep|only|packed; context=same_business; prior_user_event=True || message_0291: shared_terms=below|customer|dear|details|pickup|return|shopee|tap; context=same_business; prior_user_event=True || message_0153: shared_terms=pickup|return|shopee; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_015,message_0023;message_0045,yes,yes,message_0023: shared_terms=access|before|is|otp; context=same_group; prior_user_event=True || message_0045: shared_terms=access|before|is|otp; context=same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_051,message_0257;message_0402;message_0104;message_0157;message_0103,yes,yes,message_0257: shared_terms=account|and|available|balance|below|current|details|discounts; context=same_business; prior_user_event=True || message_0402: shared_terms=account|and|available|balance|below|current|details|discounts; context=lexical; prior_user_event=True || message_0104: shared_terms=offer|reminder|saved; context=same_business; prior_user_event=True || message_0157: shared_terms=extra|may|reminder|selected; context=same_business; prior_user_event=True || message_0103: shared_terms=extra|items|reminder|reply|stop|to; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_097,message_0359;message_0054;message_0225;message_0167;message_0226,yes,yes,message_0359: shared_terms=call|don|is|reached; context=same_sender; prior_user_event=True || message_0054: shared_terms=call|dinner|tomorrow; context=same_sender; prior_user_event=True || message_0225: shared_terms=call|dinner|tomorrow; context=same_sender; prior_user_event=True || message_0167: shared_terms=call|dinner|tomorrow; context=same_sender; prior_user_event=True || message_0226: shared_terms=call|phone; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_089,none,yes,yes,none,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
